"Statistic Label","Month","Detailed Sub Indices","UNIT","VALUE"
"Consumer Price Index","2019 June","Eggs","Base Dec 2023=100","80"
"Consumer Price Index","2019 June","Oils and fats","Base Dec 2023=100","78.6"
"Consumer Price Index","2019 June","Butter","Base Dec 2023=100","80.9"
"Consumer Price Index","2019 June","Margarine and other vegetable fats","Base Dec 2023=100","72.5"
"Consumer Price Index","2019 June","Olive oil","Base Dec 2023=100","77.4"
"Consumer Price Index","2019 June","Other edible oils","Base Dec 2023=100","82.9"
"Consumer Price Index","2019 June","Fruit","Base Dec 2023=100","90.6"
"Consumer Price Index","2019 June","Fresh or chilled fruit","Base Dec 2023=100","90"
"Consumer Price Index","2019 June","Dried fruit and nuts","Base Dec 2023=100","96.7"
"Consumer Price Index","2019 June","Preserved fruit and fruit-based products","Base Dec 2023=100","73.7"
"Consumer Price Index","2019 June","Vegetables","Base Dec 2023=100","87.8"
"Consumer Price Index","2019 June","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","84.9"
"Consumer Price Index","2019 June","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","85.4"
"Consumer Price Index","2019 June","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","88.3"
"Consumer Price Index","2019 June","Potatoes","Base Dec 2023=100","96.4"
"Consumer Price Index","2019 June","Crisps","Base Dec 2023=100","82.8"
"Consumer Price Index","2019 June","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","90.7"
"Consumer Price Index","2019 June","Sugar","Base Dec 2023=100","64.2"
"Consumer Price Index","2019 June","Jams, marmalades and honey","Base Dec 2023=100","98.3"
"Consumer Price Index","2019 June","Chocolate","Base Dec 2023=100","92.2"
"Consumer Price Index","2019 June","Confectionery products","Base Dec 2023=100","82.4"
"Consumer Price Index","2019 June","Edible ices and ice cream","Base Dec 2023=100","102.3"
"Consumer Price Index","2019 June","Artifical sugar substitutes","Base Dec 2023=100","91.2"
"Consumer Price Index","2019 June","Food products n.e.c.","Base Dec 2023=100","82.3"
"Consumer Price Index","2019 June","Sauces and condiments","Base Dec 2023=100","83.2"
"Consumer Price Index","2019 June","Salt, spices and culinary herbs","Base Dec 2023=100","86.6"
"Consumer Price Index","2019 June","Baby food","Base Dec 2023=100","81.1"
"Consumer Price Index","2019 June","Ready-made meals","Base Dec 2023=100","82.5"
"Consumer Price Index","2019 June","Other food products n.e.c.","Base Dec 2023=100","79.1"
"Consumer Price Index","2019 June","Non-alcoholic beverages","Base Dec 2023=100","85.5"
"Consumer Price Index","2019 June","Coffee, tea and cocoa","Base Dec 2023=100","90.2"
"Consumer Price Index","2019 June","Coffee","Base Dec 2023=100","89.4"
"Consumer Price Index","2019 June","Tea","Base Dec 2023=100","90.2"
"Consumer Price Index","2019 June","Cocoa and powdered chocolate","Base Dec 2023=100","102.1"
"Consumer Price Index","2019 June","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","83.4"
"Consumer Price Index","2019 June","Mineral or spring waters","Base Dec 2023=100","89.9"
"Consumer Price Index","2019 June","Soft drinks","Base Dec 2023=100","80.2"
"Consumer Price Index","2019 June","Fruit and vegetable juices","Base Dec 2023=100","83.1"
"Consumer Price Index","2019 July","All items","Base Dec 2023=100","84.5"
"Consumer Price Index","2019 July","Food and non-alcoholic beverages","Base Dec 2023=100","85.4"
"Consumer Price Index","2019 July","Food","Base Dec 2023=100","85.5"
"Consumer Price Index","2019 July","Bread and cereals","Base Dec 2023=100","82.9"
"Consumer Price Index","2019 July","Rice","Base Dec 2023=100","87.5"
"Consumer Price Index","2019 July","Flours and other cereals","Base Dec 2023=100","84.4"
"Consumer Price Index","2019 July","Bread","Base Dec 2023=100","80.4"
"Consumer Price Index","2019 July","Other bakery products","Base Dec 2023=100","81.8"
"Consumer Price Index","2019 July","Pizza and quiche","Base Dec 2023=100","87.4"
"Consumer Price Index","2019 July","Pasta products and couscous","Base Dec 2023=100","74.8"
"Consumer Price Index","2019 July","Breakfast cereals","Base Dec 2023=100","93.4"
"Consumer Price Index","2019 July","Other cereal products","Base Dec 2023=100","84.7"
"Consumer Price Index","2019 July","Meat","Base Dec 2023=100","84.2"
"Consumer Price Index","2019 July","Beef and veal","Base Dec 2023=100","87.1"
"Consumer Price Index","2019 July","Pork","Base Dec 2023=100","87.6"
"Consumer Price Index","2019 July","Lamb and goat","Base Dec 2023=100","78.9"
"Consumer Price Index","2019 July","Poultry","Base Dec 2023=100","81.1"
"Consumer Price Index","2019 July","Edible offal","Base Dec 2023=100","98.4"
"Consumer Price Index","2019 July","Dried, salted or smoked meat","Base Dec 2023=100","84"
"Consumer Price Index","2019 July","Other meat preparations","Base Dec 2023=100","86"
"Consumer Price Index","2019 July","Fish","Base Dec 2023=100","87.6"
"Consumer Price Index","2019 July","Fresh or chilled fish","Base Dec 2023=100","84.3"
"Consumer Price Index","2019 July","Frozen fish","Base Dec 2023=100","86.2"
"Consumer Price Index","2019 July","Fresh or chilled seafood","Base Dec 2023=100","109.1"
"Consumer Price Index","2019 July","Dried, smoked or salted fish and seafood","Base Dec 2023=100","90.1"
"Consumer Price Index","2019 July","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","89.7"
"Consumer Price Index","2019 July","Milk, cheese and eggs","Base Dec 2023=100","82"
"Consumer Price Index","2019 July","Fresh whole milk","Base Dec 2023=100","77.5"
"Consumer Price Index","2019 July","Fresh low fat milk","Base Dec 2023=100","82.7"
"Consumer Price Index","2019 July","Yoghurt","Base Dec 2023=100","79.6"
"Consumer Price Index","2019 July","Cheese and curd","Base Dec 2023=100","90.5"
"Consumer Price Index","2019 July","Other milk products","Base Dec 2023=100","82.7"
"Consumer Price Index","2019 July","Eggs","Base Dec 2023=100","80.5"
"Consumer Price Index","2019 July","Oils and fats","Base Dec 2023=100","77.4"
"Consumer Price Index","2019 July","Butter","Base Dec 2023=100","79.4"
"Consumer Price Index","2019 July","Margarine and other vegetable fats","Base Dec 2023=100","71.3"
"Consumer Price Index","2019 July","Olive oil","Base Dec 2023=100","76.9"
"Consumer Price Index","2019 July","Other edible oils","Base Dec 2023=100","82.6"
"Consumer Price Index","2019 July","Fruit","Base Dec 2023=100","90"
"Consumer Price Index","2019 July","Fresh or chilled fruit","Base Dec 2023=100","89.2"
"Consumer Price Index","2019 July","Dried fruit and nuts","Base Dec 2023=100","96.9"
"Consumer Price Index","2019 July","Preserved fruit and fruit-based products","Base Dec 2023=100","74.7"
"Consumer Price Index","2019 July","Vegetables","Base Dec 2023=100","90"
"Consumer Price Index","2019 July","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","88.9"
"Consumer Price Index","2019 July","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","86.5"
"Consumer Price Index","2019 July","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","87.8"
"Consumer Price Index","2019 July","Potatoes","Base Dec 2023=100","96.5"
"Consumer Price Index","2019 July","Crisps","Base Dec 2023=100","86.7"
"Consumer Price Index","2019 July","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","90"
"Consumer Price Index","2019 July","Sugar","Base Dec 2023=100","64.1"
"Consumer Price Index","2019 July","Jams, marmalades and honey","Base Dec 2023=100","99.4"
"Consumer Price Index","2019 July","Chocolate","Base Dec 2023=100","91.1"
"Consumer Price Index","2019 July","Confectionery products","Base Dec 2023=100","81.6"
"Consumer Price Index","2019 July","Edible ices and ice cream","Base Dec 2023=100","101.2"
"Consumer Price Index","2019 July","Artifical sugar substitutes","Base Dec 2023=100","93.3"
"Consumer Price Index","2019 July","Food products n.e.c.","Base Dec 2023=100","82.5"
"Consumer Price Index","2019 July","Sauces and condiments","Base Dec 2023=100","83.1"
"Consumer Price Index","2019 July","Salt, spices and culinary herbs","Base Dec 2023=100","86.4"
"Consumer Price Index","2019 July","Baby food","Base Dec 2023=100","80.9"
"Consumer Price Index","2019 July","Ready-made meals","Base Dec 2023=100","83.6"
"Consumer Price Index","2019 July","Other food products n.e.c.","Base Dec 2023=100","79.5"
"Consumer Price Index","2019 July","Non-alcoholic beverages","Base Dec 2023=100","84.9"
"Consumer Price Index","2019 July","Coffee, tea and cocoa","Base Dec 2023=100","88.8"
"Consumer Price Index","2019 July","Coffee","Base Dec 2023=100","85.3"
"Consumer Price Index","2019 July","Tea","Base Dec 2023=100","92.5"
"Consumer Price Index","2019 July","Cocoa and powdered chocolate","Base Dec 2023=100","95"
"Consumer Price Index","2019 July","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","83.1"
"Consumer Price Index","2019 July","Mineral or spring waters","Base Dec 2023=100","88.2"
"Consumer Price Index","2019 July","Soft drinks","Base Dec 2023=100","81"
"Consumer Price Index","2019 July","Fruit and vegetable juices","Base Dec 2023=100","82.5"
"Consumer Price Index","2019 August","All items","Base Dec 2023=100","84.9"
"Consumer Price Index","2019 August","Food and non-alcoholic beverages","Base Dec 2023=100","85.5"
"Consumer Price Index","2019 August","Food","Base Dec 2023=100","85.5"
"Consumer Price Index","2019 August","Bread and cereals","Base Dec 2023=100","83"
"Consumer Price Index","2019 August","Rice","Base Dec 2023=100","87.4"
"Consumer Price Index","2019 August","Flours and other cereals","Base Dec 2023=100","84.3"
"Consumer Price Index","2019 August","Bread","Base Dec 2023=100","79.8"
"Consumer Price Index","2019 August","Other bakery products","Base Dec 2023=100","83"
"Consumer Price Index","2019 August","Pizza and quiche","Base Dec 2023=100","85.2"
"Consumer Price Index","2019 August","Pasta products and couscous","Base Dec 2023=100","76.8"
"Consumer Price Index","2019 August","Breakfast cereals","Base Dec 2023=100","92.8"
"Consumer Price Index","2019 August","Other cereal products","Base Dec 2023=100","85.1"
"Consumer Price Index","2019 August","Meat","Base Dec 2023=100","85"
"Consumer Price Index","2019 August","Beef and veal","Base Dec 2023=100","92.3"
"Consumer Price Index","2019 August","Pork","Base Dec 2023=100","85.9"
"Consumer Price Index","2019 August","Lamb and goat","Base Dec 2023=100","78.4"
"Consumer Price Index","2019 August","Poultry","Base Dec 2023=100","81.2"
"Consumer Price Index","2019 August","Edible offal","Base Dec 2023=100","98.7"
"Consumer Price Index","2019 August","Dried, salted or smoked meat","Base Dec 2023=100","85.2"
"Consumer Price Index","2019 August","Other meat preparations","Base Dec 2023=100","85.6"
"Consumer Price Index","2019 August","Fish","Base Dec 2023=100","87"
"Consumer Price Index","2019 August","Fresh or chilled fish","Base Dec 2023=100","81.7"
"Consumer Price Index","2019 August","Frozen fish","Base Dec 2023=100","85.9"
"Consumer Price Index","2019 August","Fresh or chilled seafood","Base Dec 2023=100","109.3"
"Consumer Price Index","2019 August","Dried, smoked or salted fish and seafood","Base Dec 2023=100","91.7"
"Consumer Price Index","2019 August","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","91.6"
"Consumer Price Index","2019 August","Milk, cheese and eggs","Base Dec 2023=100","81.5"
"Consumer Price Index","2019 August","Fresh whole milk","Base Dec 2023=100","77.5"
"Consumer Price Index","2019 August","Fresh low fat milk","Base Dec 2023=100","82.6"
"Consumer Price Index","2019 August","Yoghurt","Base Dec 2023=100","79"
"Consumer Price Index","2019 August","Cheese and curd","Base Dec 2023=100","89.1"
"Consumer Price Index","2019 August","Other milk products","Base Dec 2023=100","82.2"
"Consumer Price Index","2019 August","Eggs","Base Dec 2023=100","80.4"
"Consumer Price Index","2019 August","Oils and fats","Base Dec 2023=100","78.5"
"Consumer Price Index","2019 August","Butter","Base Dec 2023=100","80.3"
"Consumer Price Index","2019 August","Margarine and other vegetable fats","Base Dec 2023=100","73.1"
"Consumer Price Index","2019 August","Olive oil","Base Dec 2023=100","78.2"
"Consumer Price Index","2019 August","Other edible oils","Base Dec 2023=100","83.1"
"Consumer Price Index","2019 August","Fruit","Base Dec 2023=100","89"
"Consumer Price Index","2019 August","Fresh or chilled fruit","Base Dec 2023=100","88.3"
"Consumer Price Index","2019 August","Dried fruit and nuts","Base Dec 2023=100","94.9"
"Consumer Price Index","2019 August","Preserved fruit and fruit-based products","Base Dec 2023=100","73.7"
"Consumer Price Index","2019 August","Vegetables","Base Dec 2023=100","89.5"
"Consumer Price Index","2019 August","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","88.4"
"Consumer Price Index","2019 August","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","85"
"Consumer Price Index","2019 August","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","88"
"Consumer Price Index","2019 August","Potatoes","Base Dec 2023=100","96.2"
"Consumer Price Index","2019 August","Crisps","Base Dec 2023=100","85.1"
"Consumer Price Index","2019 August","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","90.9"
"Consumer Price Index","2019 August","Sugar","Base Dec 2023=100","63.5"
"Consumer Price Index","2019 August","Jams, marmalades and honey","Base Dec 2023=100","98.1"
"Consumer Price Index","2019 August","Chocolate","Base Dec 2023=100","94.2"
"Consumer Price Index","2019 August","Confectionery products","Base Dec 2023=100","81.8"
"Consumer Price Index","2019 August","Edible ices and ice cream","Base Dec 2023=100","98.3"
"Consumer Price Index","2019 August","Artifical sugar substitutes","Base Dec 2023=100","92.1"
"Consumer Price Index","2019 August","Food products n.e.c.","Base Dec 2023=100","81.8"
"Consumer Price Index","2019 August","Sauces and condiments","Base Dec 2023=100","82.7"
"Consumer Price Index","2019 August","Salt, spices and culinary herbs","Base Dec 2023=100","86.5"
"Consumer Price Index","2019 August","Baby food","Base Dec 2023=100","80.5"
"Consumer Price Index","2019 August","Ready-made meals","Base Dec 2023=100","80.9"
"Consumer Price Index","2019 August","Other food products n.e.c.","Base Dec 2023=100","79.5"
"Consumer Price Index","2019 August","Non-alcoholic beverages","Base Dec 2023=100","85.3"
